,Comments,Quality,Difficulty,Dates,TeacherID
205,He made me hate a subject I loved.,2.5,4.0,"Dec 9th, 2009",672895
206,"Great professor who gives advice on all matters, from problems in other classes to social life.",5.0,3.0,"Aug 3rd, 2008",672895
207,"An amazing, insightful, and warm teacher. Don't be fooled by his somewhat scary exterior; he's one of the best teachers at Yale.",5.0,3.0,"Sep 29th, 2005",672895
208,"Prof. Brisman made the Bible come alive with his enthusiasm. He is fair, warm, and brings very interesting analysis to the text, paying special attention to the particular voices of the writers of the Bible. The class is fascinating, and the teacher is a jem and a sage.",5.0,4.0,"Aug 31st, 2005",672895
209,She is a wonderful person and very inspiring. Very interested in her students and wider music community.,5.0,4.0,"Oct 21st, 2011",641360
210,"After having studied with her, I now see music from a totally new and more holistic perspective. She is possibly the best teacher I've ever had.",4.5,4.0,"Oct 30th, 2010",641360
211,"I was in Ms. Brooks' choirs at SUNY Stony Brook back in the 80's.  I've been in a lot of choirs, but she was the best conductor I ever had. I learned a lot from her, and she had very high standards. I developed an interest in conducting from her.  She was not a very sympathetic person, but a great teacher nonetheless.",3.5,5.0,"Apr 23rd, 2010",641360
212,"Despite all the posts about Maggie being shallow or unprofessional, we must accept that this woman can conduct.  Very very well.  Her stick technique is crystal clear, and her gestures are inspiring and honest.",3.5,4.0,"Sep 24th, 2008",641360
213,"Her knowledge is very shallow.  Unfortunately, Yale hasn't been successfully getting rid of her even though they were trying.  She does not do her job but leaves them to other conductors and her students.  Her music theory is her weak point.  Knowledge on musicality is lacking as well.",1.0,1.0,"Sep 1st, 2008",641360
214,"She's intelligent and can hear everything! You will work but you'll come away from it a better musician. An awesome conductor, too!",5.0,3.0,"Jul 24th, 2008",641360
215,Good teacher. She is able to bring music to life!,4.5,5.0,"Dec 22nd, 2005",641360
216,She is probobaly the least professional professional I have ever seen.  Her knowledge on choral conducting is very shallow and she never studies.  She should be fired.,1.0,1.0,"Jul 12th, 2005",641360
217,No Comments,5.0,5.0,"Aug 31st, 2005",455802
218,"He is a really great guy who will definitely take the time out to talk with you after class - it's just that he doesn't want to talk econ - he wants to talk life.  He's not really concerned about grades, but that doesn't mean he's easy - he just doesn't really care what you get.  I'd recommend, but it is a tough course.",4.0,4.0,"May 19th, 2005",455802
219,"Carolynn is a highly well respected and well liked amongst the students. She truly goes the extra mile for us. She is clear about both the material and her expectations. But don't expect it to be easy--she wants you to learn and frankly, people's lives are in our hands so it would be irresponsible if she made it too easy. In sum: TAKE HER. ",4.0,4.0,"May 2nd, 2015",1987673
220,"Awful, terribly boring, monotone. NOT knowledgable so asking questions is useless . Not even helpful in real life - she is a""cardiac"" NP but only doses warfarin. Don't bother going to class - she takes the tiniest, least useful facts from the readings for the test anyway. N554 is is the ""foundation"" course for practice but you learn nothing!",1.5,3.0,"Feb 27th, 2015",1987673
221,He's a gem.,5.0,3.0,"Jan 17th, 2018",2336975
222,David Cameron is hands down one of the very best professors I have encountered at Yale. He is very experienced and gives clear feedback. Took two classes with him and would recommend his classes to anyone who wants to learn!,5.0,4.0,"Jan 16th, 2019",224278
223,"Really superb professor. He has an unbelievable amount of experience in this field and has a lot to share, though he still leaves much room for class engagement. He makes sure to utilize everyone's strengths and experience for the betterment of class discussion as a whole.",5.0,3.0,"Jan 16th, 2019",224278
224,sucked.  4 people got a grade higher than a C.,1.5,5.0,"Oct 26th, 2014",224278
225,"Good lecturer, passionate about his subject. Learned a great deal from the class and became more interested in the subject matter, though his style is a bit dry. Would recommend to others.",3.0,2.0,"May 1st, 2014",224278
226,Excellent professor.,5.0,1.0,"Apr 14th, 2008",224278
227,"Great professor, passionate about what he teaches, extremely accessible to students, and extraordinarily knowledgeable.",5.0,3.0,"Feb 18th, 2008",224278
228,One word says it all...  Horrible.,1.0,5.0,"Dec 17th, 2004",224278
229,"Very unclear, did not appreciate student contact at all; except for some of the girls...",1.0,5.0,"Dec 16th, 2003",224278
230,Had a tendency to repeat the same thing over and over again with transparencies galore.,3.5,3.0,"Jun 24th, 2003",224278
231,"He's a good teacher, he's kind of a geek about the material which is a good thing, he talks about the topic like he is talking about his comic book collection. I would recommend.",2.5,2.0,"Dec 9th, 2011",429803
232,Professor Canuto could learn the virtues of a courtesy flush.,1.0,3.0,"Dec 22nd, 2007",429803
233,I would disagree with all of the poor evaluations of Marcello. He is a brillant and amicable professor who is an undisputed leader in his field.,5.0,3.0,"Aug 14th, 2005",429803
234,Not too interesting.  Below par.,1.0,4.0,"Jul 10th, 2005",429803
235,"Prof. Canuto is helpful, hard-working and endlessly knowledgable about his subject.  But he didn't talk to our class about Star Trek, that would have been good.  But having done a very intensive course with Prof. Canuto, it was a really good experience, and he is an excellent teacher.",5.0,3.0,"Mar 21st, 2005",429803
236,"Canuto is not the brightest card in the deck (i.e. went to Harvard but has NO knowledge of science whatsoever).  Fortunately, he teaches archaeology.  He DOES easily get off topic, and I swear most of his lectures are taken directly from Google searches 15 minutes before class...but he's not bad.",4.0,1.0,"Dec 31st, 2004",429803
237,"Gets off the subject very easily, personal political commentary is not welcome.",2.0,3.0,"Dec 18th, 2004",429803
238,Prof. Canuto should spend less time talking about Star Trek and more about the topics in the text books.,1.0,4.0,"Jul 30th, 2004",429803
239,Very disorganized and sweats a lot.  Needs more experience.,1.5,3.0,"Jul 2nd, 2004",429803
240,"DUDE, he's AWESOME!!!! So funny and engaging. Probably one of Yale's best science professors.",5.0,2.0,"Jul 22nd, 2011",655236
241,Very nice in people and helpful as a teacher.,4.5,3.0,"Jan 17th, 2011",73399
242,Extremely clear. Almost too helpful. Good challenging courses.,5.0,3.0,"Jun 13th, 2005",73399
243,He's good!,5.0,1.0,"Apr 12th, 2005",73399
244,Joe Chang is the man.  He will take the time to explain everything to you.  He will not care if you turn things in late.  He will teach you statistics and you will love it.,5.0,2.0,"Apr 7th, 2005",73399
245,"stats classes poorly structured.  he taught large lecture hall once a week, had no contact with students.  students from lecture were broken up into six classes (""sections"") for the other day.  his notes were very clear, tho!",2.0,3.0,"Aug 7th, 2003",73399
246,No Comments,1.5,3.0,"Oct 24th, 2002",73399
247,Great professor! Very knowledgeable and prepared me well for future classes in STEM. He is also genuinely interested in his students and will take the class on field trips and outings to further discuss research ideas and questions about M.D. / P.h.D. pathways.,5.0,4.0,"Oct 18th, 2020",2583839
248,Great professor! Very knowledgeable and prepared me well for future classes in STEM. He is also genuinely interested in his students and will take the class on field trips and outings to further discuss research ideas and questions about M.D. / P.h.D. pathways.,,,,2583839
249,"He is the bets and a billionaire, top prof on campus respects all students.  I hope to work for him",5.0,3.0,"Jul 6th, 2015",1687408
250,Very nice lady! You'll love her! But she does tend to dominate class conversation.,4.0,3.0,"Jan 9th, 2010",887625
251,"the professor is mean-spirited and doesn't really talk to students. if you ask her a question about the upcoming tests, she always retorts with ""when i was a student all i cared about is learning, i never care about grades"". please lady, be realistic, even when we do care about learning, we care about grades too, they are not mutually exclusive!",1.0,4.0,"Dec 30th, 2010",1521049
252,"Professor Chertow is an excellent lecturer that pulls together business and industrial ecology to make it relevant. Equally important, she is tremendously warm and caring towards students. Chat with her for  a minute and she'll brighten your day.",5.0,3.0,"Dec 17th, 2015",891857
253,completely and utterly awesome. tough love resulted in amazing improvements from every student,5.0,4.0,"Feb 23rd, 2012",1528442
254,Marvin Chun: one of the best professors I've ever had. There's a reason why Sam Tsui sang about him :D,5.0,2.0,"Feb 8th, 2013",517640
255,You know you're awesome when Sam Tsui sings about you. Take him!,5.0,1.0,"Jan 12th, 2012",517640
256,"Marvin Chun is amazing!  His class was my favorite and all of the lectures were interesting yet vastly different.  He has lunch with students, gives candy at Halloween, and is adorable.",5.0,3.0,"Dec 9th, 2011",517640
257,"He is funny and knowledgeable, makes you stay interested in the lecture. It's Marvin Chun who makes Psyc 110 a phenomenal class.",5.0,2.0,"Nov 20th, 2011",517640
258,"He's phenomenal - funny, knowledgeable, friendly, dynamic, and the list goes on. When he comes back, take his class!",5.0,2.0,"Mar 9th, 2006",517640
259,"Excellent. He's taking some time off this semester, but his intro psyc is a must take class.",5.0,3.0,"Sep 16th, 2005",517640
260,"BRILLIANT! a great professor, clear lecturer, funny,  and considerate of his students.",5.0,3.0,"Jul 7th, 2005",517640
261,No Comments,4.0,2.0,"Apr 13th, 2005",517640
262,Chun is usually VERY clear in lecture.  His midterms can be tricky because he includes some very detailed questions.  The course covers a wide range of topics and your knowledge of them is expected to be deeper than his lecture treatments.  Read the book carefully.  Very very funny in lecture.,4.5,3.0,"Dec 1st, 2004",517640
263,I can't stay awake in this class. It's IMPOSSIBLE,1.5,2.0,"Oct 15th, 2009",1337009
264,,4.0,3.0,"Nov 22nd, 2010",682221
265,VERY BAD,1.0,5.0,"May 9th, 2019",2027433
266,Extremely engaging communicator.,4.0,5.0,"Oct 31st, 2010",910847
